Gad_area,Dia_inc,Dia_mm,Insulation_code,Insulation_thk,Insulation_mat,Insulation_jac,Pipe_len,Total_area
0,0,27.0,HI,30,MWPS,SS_0.6,0.45,0.12
0,24,610.0,HI,170,MWPS,SS_0.8,12.17,36.32
0,2,60.0,HI,70,MWPS,SS_0.6,7.41,4.66
0,18,456.0,HI,150,MWPS,SS_0.8,3.39,8.06
0,1,34.0,HI,60,MWPS,SS_0.6,1.73,0.84
0,1,48.0,HI,40,MWPS,SS_0.6,19.37,7.79
0,24,610.0,HI,170,MWPS,SS_0.8,13.47,40.2
0,4,114.0,HI,100,MWPS,SS_0.8,0.34,0.34
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,24,610.0,HI,170,MWPS,SS_0.8,20.5,61.18
0,24,610.0,HI,170,MWPS,SS_0.8,9.98,29.78
0,24,610.0,HI,170,MWPS,SS_0.8,16.64,49.65
0,24,610.0,HI,170,MWPS,SS_0.8,17.91,53.45
0,24,610.0,HI,170,MWPS,SS_0.8,10.5,31.34
0,8,219.0,HI,70,MWPS,SS_0.8,29.53,33.3
0,8,219.0,HI,70,MWPS,SS_0.8,51.43,58.01
0,8,219.0,HI,70,MWPS,SS_0.8,8.02,9.04
0,8,219.0,HI,70,MWPS,SS_0.8,1.42,1.6
0,4,114.0,HI,50,MWPS,SS_0.6,0.36,0.24
0,0,27.0,HI,30,MWPS,SS_0.6,0.49,0.13
0,8,219.0,HI,70,MWPS,SS_0.8,0.0,0.0
0,4,114.0,HI,50,MWPS,SS_0.6,10.96,7.37
0,8,219.0,HI,90,MWPS,SS_0.8,13.89,17.4
0,18,456.0,HI,150,MWPS,SS_0.8,23.07,54.79
0,2,60.0,HI,40,MWPS,SS_0.6,6.62,2.91
0,2,60.0,HI,40,MWPS,SS_0.6,6.23,2.74
0,1,34.0,HI,30,MWPS,SS_0.6,2.83,1.01
0,2,60.0,HI,40,MWPS,SS_0.6,21.65,9.52
0,2,60.0,HI,40,MWPS,SS_0.6,18.98,8.35
0,2,60.0,HI,40,MWPS,SS_0.6,25.19,11.08
0,0,27.0,HI,30,MWPS,SS_0.6,4.08,1.11
0,0,27.0,HI,30,MWPS,SS_0.6,16.5,4.51
0,0,27.0,HI,30,MWPS,SS_0.6,6.87,1.88
0,0,27.0,HI,30,MWPS,SS_0.6,3.83,1.05
0,0,27.0,HI,30,MWPS,SS_0.6,6.16,1.68
0,0,27.0,HI,30,MWPS,SS_0.6,11.59,3.17
0,0,27.0,HI,30,MWPS,SS_0.6,23.14,6.32
0,0,27.0,HI,30,MWPS,SS_0.6,1.3,0.36
0,0,27.0,HI,30,MWPS,SS_0.6,6.94,1.9
0,0,27.0,HI,30,MWPS,SS_0.6,13.04,3.56
0,0,27.0,HI,30,MWPS,SS_0.6,2.74,0.75
0,0,27.0,HI,30,MWPS,SS_0.6,2.35,0.64
0,0,27.0,HI,30,MWPS,SS_0.6,1.05,0.29
0,0,27.0,HI,30,MWPS,SS_0.6,0.67,0.18
0,0,27.0,HI,30,MWPS,SS_0.6,6.83,1.87
0,0,27.0,HI,30,MWPS,SS_0.6,5.89,1.61
0,0,27.0,HI,30,MWPS,SS_0.6,3.72,1.02
0,0,27.0,HI,30,MWPS,SS_0.6,3.83,1.05
0,0,27.0,HI,30,MWPS,SS_0.6,1.67,0.46
0,0,27.0,HI,30,MWPS,SS_0.6,16.07,4.39
0,0,27.0,HI,30,MWPS,SS_0.6,11.93,3.26
0,0,27.0,HI,30,MWPS,SS_0.6,4.29,1.17
0,0,27.0,HI,30,MWPS,SS_0.6,5.78,1.58
0,0,27.0,HI,30,MWPS,SS_0.6,6.65,1.82
0,0,27.0,HI,30,MWPS,SS_0.6,11.95,3.27
0,0,27.0,HI,30,MWPS,SS_0.6,1.75,0.48
0,0,27.0,HI,30,MWPS,SS_0.6,1.06,0.29
0,0,27.0,HI,30,MWPS,SS_0.6,0.67,0.18
0,1,34.0,HI,30,MWPS,SS_0.6,2.06,0.61
0,1,34.0,HI,30,MWPS,SS_0.6,4.65,1.37
0,1,34.0,HI,30,MWPS,SS_0.6,4.13,1.22
0,1,34.0,HI,30,MWPS,SS_0.6,2.42,0.71
0,1,34.0,HI,30,MWPS,SS_0.6,3.64,1.08
0,0,27.0,HI,30,MWPS,SS_0.6,0.45,0.12
0,2,60.0,HI,40,MWPS,SS_0.6,20.26,8.91
0,2,60.0,HI,40,MWPS,SS_0.6,16.54,7.27
0,2,60.0,HI,40,MWPS,SS_0.6,7.42,3.26
0,2,60.0,HI,40,MWPS,SS_0.6,1.81,0.8
0,0,27.0,HI,30,MWPS,SS_0.6,0.28,0.08
0,0,27.0,HI,30,MWPS,SS_0.6,1.14,0.31
0,0,27.0,HI,30,MWPS,SS_0.6,1.39,0.38
0,0,27.0,HI,30,MWPS,SS_0.6,4.59,1.26
0,0,27.0,HI,30,MWPS,SS_0.6,1.4,0.38
0,1,34.0,HI,30,MWPS,SS_0.6,15.13,4.47
0,1,34.0,HI,30,MWPS,SS_0.6,14.0,4.13
0,1,34.0,HI,30,MWPS,SS_0.6,0.55,0.16
0,0,27.0,HI,30,MWPS,SS_0.6,13.2,3.61
0,0,27.0,HI,30,MWPS,SS_0.6,8.73,2.39
0,2,60.0,HI,40,MWPS,SS_0.6,8.52,3.75
0,0,27.0,HI,30,MWPS,SS_0.6,0.28,0.08
0,2,60.0,HI,40,MWPS,SS_0.6,18.08,7.95
0,2,60.0,HI,40,MWPS,SS_0.6,8.7,3.83
0,2,60.0,HI,40,MWPS,SS_0.6,6.87,3.02
0,28,712.0,HI,120,MWB,SS_0.8,23.2,69.38
0,28,712.0,HI,120,MWB,SS_0.8,24.3,72.66
0,2,60.0,HI,40,MWPS,SS_0.6,2.41,1.06
0,28,712.0,HI,120,MWB,SS_0.8,21.0,62.81
0,28,712.0,HI,120,MWB,SS_0.8,16.56,49.52
0,0,27.0,HI,30,MWPS,SS_0.6,6.62,1.81
0,0,27.0,HI,30,MWPS,SS_0.6,7.04,1.92
0,0,27.0,HI,30,MWPS,SS_0.6,11.05,3.02
0,0,27.0,HI,30,MWPS,SS_0.6,17.19,4.7
0,0,27.0,HI,30,MWPS,SS_0.6,1.31,0.36
0,0,27.0,HI,30,MWPS,SS_0.6,5.4,1.48
0,0,27.0,HI,30,MWPS,SS_0.6,6.98,1.91
0,3,89.0,HI,50,MWPS,SS_0.6,8.82,5.24
0,3,89.0,HI,50,MWPS,SS_0.6,13.48,8.01
0,3,89.0,HI,50,MWPS,SS_0.6,15.29,9.08
0,3,89.0,HI,50,MWPS,SS_0.6,10.78,6.4
0,0,27.0,HI,30,MWPS,SS_0.6,0.5,0.14
0,0,27.0,HI,30,MWPS,SS_0.6,6.02,1.65
0,0,27.0,HI,30,MWPS,SS_0.6,2.99,0.82
0,0,27.0,HI,30,MWPS,SS_0.6,1.74,0.47
0,2,60.0,HI,40,MWPS,SS_0.6,12.63,5.55
0,2,60.0,HI,40,MWPS,SS_0.6,9.55,4.2
0,2,60.0,HI,40,MWPS,SS_0.6,10.82,4.76
0,1,34.0,HI,30,MWPS,SS_0.6,2.67,0.79
0,1,34.0,HI,30,MWPS,SS_0.6,2.31,0.68
0,1,34.0,HI,30,MWPS,SS_0.6,6.41,1.89
0,0,27.0,HI,30,MWPS,SS_0.6,2.08,0.57
0,0,27.0,HI,30,MWPS,SS_0.6,1.9,0.52
0,1,34.0,HI,30,MWPS,SS_0.6,0.48,0.14
0,3,89.0,HI,50,MWPS,SS_0.6,16.31,9.68
0,3,89.0,HI,50,MWPS,SS_0.6,6.94,4.12
0,3,89.0,HI,50,MWPS,SS_0.6,9.22,5.47
0,0,27.0,HI,30,MWPS,SS_0.6,0.3,0.08
0,0,27.0,HI,30,MWPS,SS_0.6,8.82,2.41
0,0,27.0,HI,30,MWPS,SS_0.6,1.89,0.52
0,3,89.0,HI,50,MWPS,SS_0.6,1.01,0.6
0,0,27.0,HI,30,MWPS,SS_0.6,0.28,0.08
0,3,89.0,HI,50,MWPS,SS_0.6,14.47,8.59
0,3,89.0,HI,50,MWPS,SS_0.6,18.13,10.76
0,3,89.0,HI,50,MWPS,SS_0.6,22.0,13.06
0,3,89.0,HI,50,MWPS,SS_0.6,10.68,6.34
0,0,27.0,HI,30,MWPS,SS_0.6,6.66,1.82
0,0,27.0,HI,30,MWPS,SS_0.6,1.75,0.48
0,4,114.0,HI,50,MWPS,SS_0.6,13.67,9.19
0,4,114.0,HI,50,MWPS,SS_0.6,10.69,7.18
0,3,89.0,HI,50,MWPS,SS_0.6,1.93,1.14
0,2,60.0,HI,40,MWPS,SS_0.6,2.16,0.95
0,4,114.0,HI,50,MWPS,SS_0.6,10.59,7.12
0,2,60.0,HI,40,MWPS,SS_0.6,2.16,0.95
0,4,114.0,HI,50,MWPS,SS_0.6,21.08,14.17
0,3,89.0,HI,50,MWPS,SS_0.6,1.85,1.1
0,2,60.0,HI,40,MWPS,SS_0.6,1.99,0.87
0,4,114.0,HI,50,MWPS,SS_0.6,19.9,13.38
0,2,60.0,HI,40,MWPS,SS_0.6,1.27,0.56
0,0,27.0,HI,30,MWPS,SS_0.6,11.45,3.13
0,0,27.0,HI,30,MWPS,SS_0.6,12.48,3.41
0,0,27.0,HI,30,MWPS,SS_0.6,1.15,0.32
0,0,27.0,HI,30,MWPS,SS_0.6,11.91,3.25
0,0,27.0,HI,30,MWPS,SS_0.6,12.11,3.31
0,0,27.0,HI,30,MWPS,SS_0.6,8.09,2.21
0,0,27.0,HI,30,MWPS,SS_0.6,6.36,1.74
0,0,27.0,HI,30,MWPS,SS_0.6,7.01,1.92
0,0,27.0,HI,30,MWPS,SS_0.6,6.6,1.8
0,0,27.0,HI,30,MWPS,SS_0.6,1.22,0.33
0,12,324.0,N,0,0,0,0.0,0.0
0,2,60.0,HI,60,MWPS,SS_0.6,18.38,10.39
0,2,60.0,HI,60,MWPS,SS_0.6,7.18,4.06
0,2,60.0,HI,60,MWPS,SS_0.6,8.37,4.73
0,2,60.0,HI,60,MWPS,SS_0.6,12.37,7.77
0,2,60.0,HI,60,MWPS,SS_0.6,9.48,5.95
0,2,60.0,HI,40,MWPS,SS_0.6,12.23,5.38
0,2,60.0,HI,30,MWPS,SS_0.6,15.8,7.94
0,2,60.0,HI,30,MWPS,SS_0.6,1.42,0.71
0,0,27.0,HI,30,MWPS,SS_0.6,2.94,0.8
0,12,324.0,N,0,0,0,0.0,0.0
0,12,324.0,N,0,0,0,0.0,0.0
0,12,324.0,N,0,0,0,0.0,0.0
0,12,324.0,N,0,0,0,0.0,0.0
0,2,60.0,HI,60,MWPS,SS_0.6,16.5,8.29
0,2,60.0,HI,60,MWPS,SS_0.6,10.32,5.84
0,12,324.0,N,0,0,0,0.0,0.0
0,12,324.0,N,0,0,0,0.0,0.0
0,4,114.0,HI,30,MWPS,SS_0.6,12.99,7.1
0,4,114.0,HI,30,MWPS,SS_0.6,10.76,5.88
0,0,27.0,HI,30,MWPS,SS_0.6,2.19,0.6
0,2,60.0,HI,30,MWPS,SS_0.6,2.2,0.83
0,2,60.0,HI,30,MWPS,SS_0.6,2.2,0.83
0,4,114.0,HI,30,MWPS,SS_0.6,10.67,5.83
0,0,27.0,HI,30,MWPS,SS_0.6,3.18,0.87
0,4,114.0,HI,30,MWPS,SS_0.6,10.67,5.83
0,2,60.0,HI,30,MWPS,SS_0.6,1.19,0.45
0,0,27.0,HI,30,MWPS,SS_0.6,2.19,0.6
0,4,114.0,HI,30,MWPS,SS_0.6,10.67,5.83
0,0,27.0,HI,30,MWPS,SS_0.6,4.38,1.2
0,4,114.0,HI,30,MWPS,SS_0.6,10.32,5.64
0,0,27.0,HI,30,MWPS,SS_0.6,2.19,0.6
0,2,60.0,HI,30,MWPS,SS_0.6,2.2,0.83
0,4,114.0,HI,30,MWPS,SS_0.6,10.5,5.74
0,4,114.0,HI,30,MWPS,SS_0.6,10.67,5.83
0,0,27.0,HI,30,MWPS,SS_0.6,5.03,1.37
0,4,114.0,HI,30,MWPS,SS_0.6,10.5,5.74
0,4,114.0,HI,30,MWPS,SS_0.6,10.69,5.84
0,0,27.0,HI,30,MWPS,SS_0.6,4.38,1.2
0,2,60.0,HI,30,MWPS,SS_0.6,2.2,0.83
0,4,114.0,HI,30,MWPS,SS_0.6,10.58,5.79
0,0,27.0,HI,30,MWPS,SS_0.6,2.19,0.6
